,Questions,"Responsible (0-Operator, 1-AI Agent)"
,assalom alekum SQB dan online kridit olmoqchi edim kreditni rasmiylashtirib bo'lmayapti,0
,Assalom aleykum Qolganiga oʻtmayapti Shu boʻyicha turibti nima qilish kerak,0
,Plastik kartaga ulangan nomerimni hozirda ishlatyatkan nomerimga ulasam boladimi joyidamxam eski nomerimga ochilgan edi,0
,"Assalom aleykum, Sqb mobile dagi Telefon raqamimni ozgartirmoqchi edim",0
,Assalomu alaykum kartaga bog’langan raqamimni o’zgartirish uchun ariza topshirgandim javobini bilmiqchi edim Ariza raqami: 131728,0
,"Ассалому алайкум Мен узим С К, Б мижозиман Мен онлайн кридит олмокчидим",0
,Саволим бориди Кредитим бориди тулаган эдим бу ойникини. Лекин хозир СМС келди 2 кун колди тулов муддатига дип. Шуни текшириб беролисилами,0
,kartalarim orasida pul otkazaman dsam shunaqa chqvoti,0
,Pul otkazib bolmayapti Qande otkazmalani amalga owirsa boladi,0
,Asalomu aleykum Qanday boĝlansam bòladi sizlarga,0
,"Salom, man 1 2 oy oldin kredit olgan edim toliq yopganman shu qaysilardan kredit uchun sugurta polisi olingan summasi kredit idni aniqlashtirb bering iltimos",0
,Assalomu aleykum Onlayn kredit ololmayapman,0
,Assalomu alaykum yaxshimisiz Men chet elda edim pul o‘tkazishim kerak edi kodini bilolmayapman,1
,Salom Umida ЯНГИ хумо каримни СМС хабарини ишлатиб беринг,0
,Salom Shunaqa oshibka beryapti Konvertatsiya qilib bulmayapti,0
,Plastik kartam boshqa nomerimga ulangan shuni hozirda ishlatyatkan nomerimga ulasam boladimi,0
,Assalomu aleykum Menga MFO .Tranzit nomer . Va INN kk,0
,Ассалаумағалейкум Март аиига кариздарлигим жокпа кредиттан,0
,Kredit olmoqchi edim,0
,Kredit id qanaqib korsam boladi,0
,Shu karta xaqida malumot bering,0
,Assalom alaykum Men pul o‘tkazma qilgandim Sizning mijozingizga Shuni qaytarsam bo‘ladimi,0
,Asalomu alaykum Menga aytolasizmi nega onlayn mikro qarz olib bo'lmayabdi?,0
,Assalomu alaykum Men malumotlarimni Tekshirib ko‘rmoqchiman Kridit olishga Mikro qariz Onlayin Yordam bera olaszmi,0
,Assalomu alaykum Kredit olaman degandim keyingiga Oʻtmayapti Nima qilsa Boʻladi,0
,Visa kartami prilojeyyaga qowolmomn,0
,Kredit olmohchi edim lekin oxirgi bosqichda tasdiqlash boʻmayapti sababi nmadan,0
,Ассалому алейкум картадан Россия карта сига пул утказишни иложи борми?,0
,Кайси пул утказма тизими бор айтолмайсизми,0
,Tulov qilgandim bowqa kartaga tulov qilib quyibman qaytarishni iloji bormi?,0
,Ассалому алейкум онлайн кредит мавжудми илова оркали,0
,online karta zakaz qiliw ucun nma qlw kere,0
,,0
,Vaaleykum assalom Men plastik kartamga ulangan raqamni almashtirmoqchiman,0
,Ассалаума алейкум Менин картам косилмай атир СКБ Мобил программасы,0
,Салам алейкум Менга картамни корб бероласзми,0
,Assalom alekum Visa karta olgandim ishlamayapti pul tashlab bumayapti,0
,SQB ilovasdan pul otkazgan edim tushmadi lekin mendan pulni yechib oldi,0
,Salom yaxshimisz Ipoteka kredit mavjudmi xozirda,0
,Yangi karta olgandim foallashtirolmayapman,0
,Assalom alaykum Men mikra kirditga ariza tashagandim Arizamni holatini korolmebman,0
,Assalomalekum Man 10 mart kuni mikroqarzga zayafka qoldirudm manga javobi kemoti,0
,Menda koridor bormi Koripberoliszm,0
,Assalomu alaykum Meni kartaga pul tashlanmayapti,0
,Salom Oqirgi otkazmamni bilib bersangiz Sqb bank kartasidan,0
,"Ва алейкум ассалом. Янги картани қўша олмаяпман. Сизнинг телефон рақамингизга уланмаган, деяпти.",0
,Картамни булокдан чикариб беринг,0
,Assalomu Alaykum Sqb mobil ilovasida oʻtkazmalar necha mlngacha foizsz,0
,газга туланган счёт ракамини учириш керак кандай килиб учиради,0
,"Assalomu alaykum Yandexeatsdan zakaz bergandim, pulni oldindan yechib oldi va keyin buyurtma texnik sabablarga kora bekor qilindi . Endi pulni qaytarish bankka bogliq deyishdi",0
,Uzkart kartam quliflanib qoldi Sqb ilovadan Bankka borib aytudim,0
,Men oriental universtetida oqiydigan qizimga kontrakt tolash uchun bankdan sqb ilovasini otkazib berishgandi shuni qanday tolov qilsak boladi,0
,Ассаломалекум 4463090036051939 виза картани терминал оркали боглаб болмаябди шунга йордам берворинг,0
,Assalomu alaykum Onlaindan karta ulangan nomerni alishtirsa boladimi,0
,assalomu aleykum AD4264728 KREDITIMNI hisoblab bering ... keyin mart oyi to'langanmi.,0
,Карта ни ишлатиб болмаябди узкард,0
,Aslomlekum Kretidim malumoti keregidi,0
,Шундан 2милйонга якин туладим бугунхам 465минг туладим яна бу ойлик астатка канча колипти деб сурадим сиздан,0
,men sanoat bankdan kiredit olganman menga suddan xat keldi sugʻurta kampaniyasi foydasiga 743000 undirish uchun men vaxtida toʻlagan manku qarzlarimni,0
,Onlayn kretid olishim kerak Lekin ilovaga kira olmayapman,0
,Salom Men kredit olmoqchiman Ixtiyojlarim uchun,0
,Ва алейкум ассалом Мани бу ойлик кридитимдан колган астатка канча экан шуни куриб беринг,0
,Kredit karta bormi Sizlarda,0
,Assalomu alaykum Kartdamdan hozir pul yechildi shuni bilomayapman,0
,Assalom aleykum Mikrokreditga zayavka bergandim Qanchada kurib chiqiladi,0
,Ishga kirganimga 6 oycha bo‘ldi bankka borodim oyligiz tushganiga 4 oy bolibdi dedi bermadi boshqa shaxsga kafil bolsam boladimi,0
,Пластик картам да муаммо борда,0
,Assalomalaykum kreditmni tekshirib bering yana qancha tulov qilishim kerak,0
,"Men viza plastigimni bloklab qóyvedim, u oxbilgan va 2599900 sóm minus bólib qolgan nega?",0
,joyda ilovadan o'chib ketgan qaytadan ulab yuboring illtimos,0
,Assalomu alaykum boshqa noʻmerimga ulanganidi kartam boshqa noʻmir oganidim yengi noʻmerimga ulamoqchiman,0
,Hozir screenshot tashlayman Men ilovaga kira olmayapman,0
,"Ман кредит қарздорликни 2024 йил 31 август куни тўлаган эдим. Бироқ, бугунги кунга келиб, КАТМда кредит бор деб кўрсатмоқда",0
,"Кредит тулик сундирилган ва ёпилган. лекин КАТМда кўрсатиб турибди,кафил бўлмоқчи бўлсам тўланмаган кредитигиз бор демоқда",0
,"Kreditni tolov kuni keldi,Shuni tolashim kerak",0
,"Xalq banki plastigimda tolov sumasi turibdi,Bugun tolov sumasi yechib olinishi kerak edi negadur xaliyam yechib olinmadi shu masalada yordamingiz kerak",0
,"Menda ID parolim mavjud emas qandey amalga oshiraman,Agar iloji bolsa shuni tekshirib bera alosizmi",0
,Неча марта богланищ керак хамманга тушинтириш керакми,0
,"2ta plastigim bor,Uzcard,Huno,Kecha Humodan kridit un pul yechildi db habar kelibdi,Uzkardan olganman kridit,Humodan olmaganman",0
,"Ta'lim kriditim bor 2yil olgnmna,I yaqinda 35mln onlayn kridit oldim,Ular hammasi uzcrdaa,Humoda nega pul yechilganini bilmoqchidmi",0
,Indifikatsiyadan otolmayabman,0
,Tel raqam bn bog'lanish iloji bormi,0
,"Хали ёзнанлим кредит тулов масаласида,Карен бошкаттан буладим яна лекин кредит карз камаймади,Наоборот 2 марта ечди",0
,Ортикча 1 млн яна туланди,0
,9860020140426980 ushbu karta orqali boshqa kartaga toʻloʻv qilingan edik toʻloʻv koʻrinmayapti oʻtkazilgan kartada,0
,Kridit oludim tolov qildim kamaymadi,0
,Indifikatsiyadan o’ tvoman lekin yana so’ravoti successfully indetified disayam,0
,"Onlayn mikroqarz olmoqchi edim rad etildi deb keldi,Yana qanaqa yo'llar bilan olsam bo'ladi",0
,Kredit tarixim salbiy lekin to'lab kelomman,0
,Assalomu aleykum man bugun mastercard olgandim telefon nomerni +998974628313 nomerga ochishgan. bu xatolik! Manga +998972860199 nomerga bolishi kerak edi. Shu nomerni o’zgartirib beraolaszmi?,0
,Taʼlim krediti berish boshlandimi,1
,Qanday murojaat qilsam boʻladi,0
,Kafil bilan birga borishim kerakmi,0
,"Ман тукиядаман,Мани картамдан пул ечилган,Лекин ман банкаматдан омадим,Олишга улгирмадим,У пул банкда,Лекин турклар патвержления суравоти",0
,Кандай банкдан осам булади ?,0
,Манга жовоб бероласми?,0
,Вазиятни тушундизми узи ?,0
,"Men birinchi bosqich magistrantman,Amaliy fanlar universitetida Kunduzgi",0
,4+chisiga tushunmadim,0
,"Men o'quv markazda ishlayman,Ayolim kafil bo'la oladimi",0
,Hozir unaqa insonni topish qiyinku,0
,"Sanaqulova Qunduzoy Oloviddin qizi,Tekshirib ko'rinchi,Maktabda ishlaydi 2 yildan beri daromadga ega",0
,"Unda kredir olish jarayonini boshlasak bo'ladimi,Online",0
,Joyda иловасидан кредитга ариза тулдирган эдим 2кундан бери жавоб кемаяпти качон келади,0
,"Meni kreditm bor edi,Toʻladim grafik boʻyicha,Hisobga olingan olinmaganini qayerdan bilaman",0
,Shuni ichini tushinmayabmanda,0
,Aytmoqchimanki qarz boʻp qome deyabman sadoqatopa,0
,Хозир гаплашгандандик мени саволим нима булди иловада охирги тулов чеким куринмаяти,0
,Иловани текширадигиган мутахасислар борми узи 3 маротаба буляпди,0
,Тулов чекини очмаяпти,0
,"Пдф очмаяпти,Хал киберинглар,Мен шунака чек жунатишим керак",0
,Олдингиларини очяпти бугингини очмаяпти,0
,Pul otqizib bomayapti nimagadur,0
,"Manda mobilbanking,Filiali nomeri bormi",0
,Telni koyaridhmayapti,0
,"Ассалому Алейкум,Манга ёрдамиз кере",0
,"Ассалому алейкум Яна пенсия бойича мурожат киляпман, хар доим ойни бошида тушар еди бу ой Сал кечикдими йоки факат менда шунака боляпдими",0
,Факат менда муаммо болса билмокчиман,0
,"Assalomu alaykum, salomatmisiz? Joriy o'quv yili uchun ta'lim krediti ajratish boshlandimi",0
,2-bosqich va undan katta bosqich talabalari uchun qachondan ajratiladi va qaytartibda,0
,Bugun segment.uz kanalida o'qib qoldim. Joriy yildan boshlab talabalarga ularning oldingi yilgi baholari kontrak.edu.uz yoki Hemis dasturi orqali ko'rib chiqib keyin ajratishar ekan. Ammo Men Westminster talabasiman bizning universititet Hemis yoki Kontrak.edu.uz saytlari bilan hech qanday aloqa qilmaydi ya'ni foydalanmaymiz. O'zimizning wiut.Intranet.uz saytimiz bor va shundan foydalanamiz. Biroq menga zarur kredit olish. Shu masala meni o'ylantirayapti shunga oydinlik kiritib bering,0
,"Мани кредитларимми текширберин,Тўланми қогани бормикин",0
,"Kartamdan pul yechib olingan,Lekin qandayligini bilmayman",0
,Kartamdan kirim chiqim malumotlari kerak,0
,Men 10 000 million soʻm keridet olmoqchiman qancha foizga beradi 24 oyga oyiga qanchadan toʻlayman,0
,Matluba aloqadamisz,1
,Joyda ilovasi orqali plastik kartamni bloklagandim ichidagi pulini qanday bilsam bo'ladi,0
,"8600032926788126 картамдан 9860600402505348 картамга 01.09.2024 куни соат 01:46да икки марта 1 400 000 сумдан перевод килиб юборилган. Биринчи картамдан ечилган пул, иккинчисига тушмаган",0
,Bank tomonidan pul tushadimi oylik bloklangan plastik kartamga,1
,"Iye boyagi operator tushadi dediku,Stipendiyachi tushadimi joyda ilovasi orqali o'zim bloklaganmam",0
,Sms xabarnoma ulamoqchi edim vertual karta,1
,Sms bog'lanmagan deyapti nima qilsam boladi,0
,Menda bunday nomerda kridit,0
,"Nega online kridit ololmepman,Nima sabab bo'lepti",0
,Xa arizamni qabul qiliwmepti joyida ilovada,0
,"Sms bog’lanmagan degan xatolik bermoqda,Vertual kartada",0
,"Identifikasiyadan o’tdim,Lekin baribir ushbu xatolik takrorlanmoqda",0
,Xavola orqali kirsam ushbu sahifaga kirmoqda,0
,Kreditim summasini kamaytirudim tolab shunga tolov jadvalini bilib kerin qanchadan tolanadi endi,0
,Jadval ozgarmasakanu,0
,Man barbir osha jadvali tolab yuroramanmi unda,0
,Kreditim summasini kamaytirudim tolab shunga tolov jadvalini bilib kerin qanchadan tolanadi endi,0
,Кредит олмокчиман,0
,мен транзаксия бойича мурожат килайотгандим,0
,мен еворопа давлатига университетга контрак тулаган едим,0
,енди шу контрактни кайтартп олишим учун евро шот ракам очишим керакми,0
,банка борсам билмаймиз дейшди,0
,Bu oynikini toʻladim kecha jadval boʻyicha toʻlov qilib,0
,Lekin keyingi oynikiga qoʻshib koʻrsatyapti,0
,Nega keyingi oy 01.10.2024 kuni 2 oynikini yechib olmaydimi mendan,0
,Паспорт муддати утган деб ошибка бервотти,0
,Паспорт маълумотларимни клиент счетада янгилаб бера оласизми?,0
,Яшнабод филиалида уникалка очилган эди адашмасам 2021 йилда,0
,Ховола оркали идентификациядан утдим,0
,Kreditim summasini kamaytirudim tolab shunga tolov jadvalini bilib kerin qanchadan tolanadi endi,0
,Jadval ozgarmasakanu,0
,Man soliqdan 12 % pul qaytargandim shuu bankdan karta olganman shuu bank karta raqam berilgan lekin Manga pul tushmayapdi,0
,Pul soliqdan 6 Avgust chiqib ketgan,0
,Online boglanadimi,0
,Hozi singapore Daman visa carta ochdirganman sqbdan nomer ishlamayapti bu joyda,0
,"Nomerni qanaqa qilib ozgartirsam boladi sms kelishi kk,Uzbda bolishim kerakmi",0
,Karta uzbda bolishi ili passport kerakmi,0
,Toliq yoriqnoma aytib yuboring,0
,"Plastik kodlanib qoldi,Kodi notogʻri terilib",0
,"Assalomu alaykum, swiftdan pul tashalgan edi ertalab bankdan qongiroq qilib tashaligi aytilgan edi qancha muddatda kartaga tashab beriladi biosa boladimi?",
,Ariza tashash kerakmi?,0
,04.09.2024 йилда виртуал хумо карта очишга суров юборилган,0
,Жойда программасида куринмаяпти карта,0
,Идентификациядан утдим,0
,"Кушилди деб мана шунака езув чикди,Лекин халиям карта кушилмади",0
,"Mendan pul yechilgan,Bunday aydi nomerli kriditim,Korib berolisizmi",0
,"Kridit olmoqchiman,Nimaga menga ajiratilmayapti,Sabab",0
,Assalomu alaykum telefon orqali bogʻlansam boʻladimi,0
,виртуал карта очилди смс уланманан деб зхатолик беряпти,0
,"Ta'lim krediti,Haqida ma'lumot va ochldimi,2-kurslargachi qachondan ochiladi",1
,Manga kridet ajatilgandi kartaga tushmayobdi,0
,plastik mirobod filialidan olingan,0
,avval yozilganlarni oʻqib koʻrilar,0
,Виртуальный карта очганимда смс уланмаган деб ошибка бервотти,0
,Шу номеримдан Жойда иловасидан идентификациядан утиб виртуал карта очдим,0
,"Тасдикладм хозир яна бир бор,Бар бир уша ошибка бервотти",0
